,negative,positive,neutral
bond,0,0,1
bondage,1,0,0
bonds,1,0,0
bone,0,0,1
boner,0,0,1
bones,0,0,1
bonfire,0,0,1
bonne,0,1,0
bonnet,0,0,1
bonus,0,1,0
bony,0,0,1
boo,1,0,0
boob,0,0,1
booby,1,0,0
book,0,0,1
bookcase,0,0,1
booking,0,0,1
bookish,0,1,0
bookkeeper,0,0,1
bookkeeping,0,0,1
booklet,0,0,1
books,0,0,1
bookseller,0,0,1
bookshop,0,1,0
bookstore,0,0,1
bookworm,1,1,0
boomerang,0,0,1
booming,0,0,1
boon,0,1,0
boost,0,0,1
booster,0,0,1
boot,0,0,1
booth,0,0,1
boots,0,0,1
booty,0,0,1
booze,1,0,0
border,0,0,1
bordering,0,0,1
bore,1,0,0
boreal,0,0,1
boredom,1,0,0
borer,0,0,1
boring,1,0,0
borough,0,0,1
borrow,0,0,1
borrower,1,0,0
bosom,0,0,1
boss,0,0,1
boston,0,0,1
botanical,0,0,1
botanist,0,0,1
botany,0,0,1
bother,1,0,0
bothering,1,0,0
bottle,0,0,1
bottom,1,0,0
bottomless,0,0,1
boulder,0,0,1
bounce,0,0,1
bound,1,0,0
boundary,0,0,1
boundless,0,0,1
bounds,0,0,1
bountiful,0,1,0
bounty,0,1,0
bouquet,0,1,0
bourgeois,0,0,1
bourgeoisie,0,0,1
bourse,0,0,1
bout,1,0,0
bovine,1,0,0
bowed,0,0,1
bowels,0,0,1
bowl,0,0,1
bowls,0,0,1
box,0,0,1
boxer,0,0,1
boxing,0,0,1
boy,1,0,0
boycott,1,0,0
boyhood,0,0,1
boyish,0,0,1
brace,0,0,1
bracelet,0,0,1
braces,0,0,1
brachial,0,0,1
bracket,0,0,1
brackets,0,0,1
brackish,0,0,1
brad,0,0,1
brag,1,0,0
braid,0,0,1
brain,0,0,1
brains,0,1,0
brainstorm,0,0,1
brake,0,0,1
bran,0,0,1
branch,0,0,1
branching,0,0,1
brandy,1,0,0
brass,0,0,1
brat,0,0,1
bravado,1,0,0
bravery,0,1,0
brawl,1,0,0
brazen,1,0,0
breach,1,0,0
bread,0,0,1
breadth,0,0,1
break,0,0,1
breakable,0,0,1
breakdown,1,0,0
breaker,0,0,1
breakers,0,0,1
breakfast,0,1,0
breakneck,1,0,0
breakup,1,0,0
breath,0,0,1
breech,0,0,1
breeches,0,0,1
breed,0,0,1
breeder,0,0,1
breeding,0,0,1
breeze,0,0,1
breezy,0,0,1
brethren,0,0,1
breve,0,0,1
brevity,0,0,1
brew,0,0,1
brewing,0,0,1
bribe,1,0,0
bribery,1,0,0
brick,0,0,1
bridal,0,1,0
bride,0,1,0
bridegroom,0,1,0
bridesmaid,0,1,0
bridge,0,0,1
bridle,0,0,1
briefly,0,0,1
brig,0,0,1
brigade,1,0,0
brighten,0,1,0
brightness,0,1,0
brilliant,0,1,0
brim,0,0,1
brimming,0,0,1
brimstone,1,0,0
brine,0,0,1
bring,0,0,1
brink,0,0,1
brisk,0,0,1
bristle,1,0,0
brittle,0,0,1
broadcast,0,0,1
broadside,1,0,0
brocade,0,1,0
brochure,0,0,1
broil,1,0,0
broke,1,0,0
broken,1,0,0
broker,0,0,1
brokerage,0,0,1
bronco,0,0,1
bronze,0,0,1
brood,0,0,1
brooding,0,0,1
brook,0,0,1
broom,0,0,1
broth,0,0,1
brothel,1,0,0
brother,0,1,0
brotherhood,0,1,0
brotherly,0,1,0
brow,0,0,1
brown,0,0,1
bruise,1,0,0
brunette,0,0,1
brunt,1,0,0
brush,0,0,1
brutal,1,0,0
brutality,1,0,0
brute,1,0,0
bubble,0,0,1
bubbling,0,0,1
buck,1,1,0
bucket,0,0,1
buckle,0,0,1
buckled,0,0,1
bud,0,0,1
buddy,0,1,0
budge,0,0,1
budget,0,0,1
buffalo,0,0,1
buffer,0,0,1
buffet,1,0,0
bug,1,0,0
bugaboo,1,0,0
buggy,0,0,1
bugle,0,0,1
build,0,1,0
builder,0,0,1
building,0,1,0
buildings,0,0,1
bulb,0,0,1
bulbous,1,0,0
bulge,0,0,1
bulk,0,0,1
bulkhead,0,0,1
bulky,0,0,1
bull,0,0,1
bulldog,0,1,0
bulldozer,0,0,1
bullet,0,0,1
bulletin,0,0,1
bulletproof,0,1,0
bullock,0,0,1
bully,1,0,0
bulwark,0,0,1
bum,1,0,0
bummer,1,0,0
bump,0,0,1
bun,0,0,1
bunch,0,0,1
bundle,0,0,1
bungalow,0,0,1
bunk,0,0,1
bunker,0,0,1
bunt,0,0,1
buoy,0,1,0
buoyancy,0,0,1
bur,0,0,1
burden,0,0,1
burdensome,1,0,0
bureau,0,0,1
bureaucracy,1,0,0
bureaucrat,1,0,0
burglar,1,0,0
burglary,1,0,0
burial,1,0,0
buried,1,0,0
burke,1,0,0
burlap,0,0,1
burlesque,0,0,1
burly,0,0,1
burn,0,0,1
burner,0,0,1
burning,0,0,1
burnished,0,0,1
burnout,0,0,1
burnt,1,0,0
burr,0,0,1
burrow,0,0,1
bursary,0,0,1
bury,0,0,1
bus,0,0,1
bush,0,0,1
bushel,0,0,1
bushy,0,0,1
business,0,0,1
buss,0,1,0
bust,0,0,1
busted,1,0,0
bustle,0,0,1
bustling,0,0,1
busy,0,0,1
butane,0,0,1
butcher,1,0,0
butler,0,1,0
butt,1,0,0
butter,0,0,1
butterfly,0,0,1
buttery,0,1,0
buttock,0,0,1
button,0,0,1
buttress,0,0,1
buxom,0,1,0
buy,0,0,1
buyer,0,0,1
buying,0,0,1
buzz,0,1,0
buzzed,1,0,0
buzzer,0,0,1
bye,0,0,1
bygone,0,0,1
bylaw,0,0,1
bystander,0,0,1
byte,0,0,1
cab,0,1,0
cabal,1,0,0
cabbage,0,0,1
cabin,0,0,1
cabinet,0,1,0
cable,0,0,1
cabriolet,0,0,1
cache,0,0,1
cacophony,1,0,0
cad,1,0,0
cadaver,1,0,0
caddy,0,0,1
cadence,0,0,1
cadet,0,0,1
cafe,0,1,0
cage,1,0,0
cairn,0,0,1
cake,0,0,1
calamity,0,0,1
calcareous,0,0,1
calculate,0,0,1
calculated,0,0,1
calculating,1,0,0
calculation,0,0,1
calculator,0,1,0
calculus,0,0,1
calendar,0,0,1
calender,0,0,1
calf,0,1,0
caliber,0,0,1
calibrate,0,0,1
calico,0,0,1
calipers,0,0,1
call,0,0,1
calligraphy,0,0,1
calling,0,0,1
callous,1,0,0
calls,1,0,0
calm,0,1,0
calmness,0,0,1
caloric,0,0,1
calorie,0,0,1
calorimeter,0,0,1
cam,0,0,1
camber,0,0,1
camel,0,0,1
cameo,0,0,1
cameraman,0,0,1
camisole,0,0,1
camouflage,0,0,1
camouflaged,0,0,1
camp,0,0,1
campaign,0,0,1
campaigner,0,0,1
campaigning,1,0,0
campus,0,0,1
canal,0,0,1
canary,0,1,0
cancel,1,0,0
canceling,0,0,1
cancellation,0,0,1
cancer,1,0,0
candid,0,1,0
candidacy,0,0,1
candidate,0,1,0
candied,0,1,0
candle,0,0,1
candlelight,0,0,1
candlestick,0,0,1
candor,0,0,1
candy,0,0,1
cane,0,0,1
canine,0,0,1
canister,0,0,1
canker,1,0,0
cannibal,1,0,0
cannibalism,1,0,0
canning,0,0,1
cannon,1,0,0
canoe,0,0,1
canon,0,0,1
canonical,0,0,1
canons,0,0,1
canopy,0,0,1
canteen,0,0,1
canterbury,0,0,1
cantilever,0,0,1
canto,0,0,1
canton,0,0,1
canvas,0,0,1
canvass,0,0,1
cap,0,0,1
capability,0,0,1
capable,0,0,1
capacity,0,0,1
cape,0,0,1
caper,0,0,1
capillary,0,0,1
capital,0,0,1
capitalist,0,1,0
capitals,0,0,1
capitation,0,0,1
capitol,0,0,1
capitulation,0,0,1
caprice,0,0,1
capricious,0,0,1
caps,0,0,1
capsule,0,0,1
captain,0,1,0
caption,0,0,1
captivate,0,1,0
captivating,0,1,0
captive,1,0,0
captivity,1,0,0
captor,1,0,0
capture,1,0,0
car,0,0,1
caramel,0,0,1
carat,0,0,1
caravan,0,0,1
carbon,0,0,1
carcass,1,0,0
carcinoma,1,0,0
card,0,0,1
cardigan,0,0,1
cardinal,0,0,1
cardiomyopathy,1,0,0
cards,0,0,1
care,0,0,1
career,0,1,0
careful,0,1,0
carefully,0,1,0
carelessness,1,0,0
caress,0,1,0
caret,0,0,1
caretaker,0,1,0
cargo,0,0,1
caribou,0,0,1
caricature,1,0,0
caries,1,0,0
carnage,1,0,0
carnal,1,0,0
carnation,0,0,1
carnivorous,1,0,0
carol,0,1,0
carousel,0,0,1
carpenter,0,0,1
carriage,0,0,1
carried,0,0,1
carrier,0,0,1
carry,0,0,1
carrying,0,0,1
cart,0,0,1
cartel,1,0,0
carter,0,0,1
cartilage,0,0,1
cartographic,0,0,1
cartography,0,0,1
cartoon,0,0,1
cartouche,0,0,1
cartridge,0,0,1
carve,0,0,1
carver,0,0,1
carving,0,0,1
cascade,0,1,0
case,1,0,0
casein,0,0,1
cash,0,1,0
cashier,0,0,1
cashmere,0,0,1
casing,0,0,1
casino,0,0,1
cask,0,0,1
casket,1,0,0
cast,0,0,1
caste,1,0,0
caster,0,0,1
castle,0,0,1
castor,0,0,1
casual,0,0,1
casually,0,0,1
casualty,1,0,0
cat,0,0,1
catabolism,0,0,1
catalog,0,0,1
catalogue,0,0,1
catalysis,0,0,1
catalytic,0,0,1
catamaran,0,0,1
catapult,0,0,1
cataract,1,0,0
catastrophe,1,0,0
catch,0,0,1
catching,0,0,1
catechism,0,0,1
categorical,0,1,0
category,0,0,1
cater,0,1,0
caterer,0,0,1
caterpillar,0,0,1
cates,0,0,1
cathartic,0,1,0
cathedral,0,1,0
catheter,1,0,0
catholic,0,0,1
catnip,0,0,1
cattle,0,0,1
caucus,0,0,1
caudal,0,0,1
caulk,0,0,1
causal,0,0,1
causality,0,0,1
causation,0,0,1
caused,0,0,1
causeway,0,0,1
caution,1,0,0
cautionary,0,0,1
cautious,0,1,0
cautiously,0,1,0
cavalry,0,0,1
cave,0,0,1
caveat,0,0,1
cavern,0,0,1
cavernous,0,0,1
cavity,0,0,1
cayenne,0,0,1
cease,0,0,1
ceaseless,0,0,1
cede,1,0,0
ceiling,0,0,1
celebrant,0,0,1
celebrated,0,1,0
celebrating,0,1,0
celebration,0,1,0
celebrity,1,1,0
celestial,0,1,0
celibacy,0,0,1
cell,0,0,1
cellar,0,0,1
cellular,0,0,1
celluloid,0,0,1
cement,0,0,1
cemented,0,0,1
cemetery,1,0,0
censor,1,0,0
censure,1,0,0
census,0,0,1
cent,0,0,1
centenary,0,0,1
centennial,0,0,1
center,0,1,0
centimeter,0,0,1
central,0,0,1
centrality,0,0,1
centralization,0,0,1
centralize,0,0,1
centrally,0,0,1
centrifugal,0,0,1
centrifuge,0,0,1
centurion,0,1,0
century,0,0,1
ceramics,0,0,1
cereal,0,0,1
cereals,0,0,1
cerebral,0,1,0
ceremonial,0,0,1
ceremony,0,1,0
certainty,0,1,0
certificate,0,0,1
certify,0,0,1
cess,1,0,0
cessation,1,0,0
chaff,1,0,0
chafing,1,0,0
chagrin,1,0,0
chain,0,0,1
chair,0,0,1
chairman,0,1,0
chairperson,0,0,1
chairwoman,0,1,0
chaise,0,0,1
chalet,0,0,1
chalice,0,0,1
chalk,0,0,1
challenge,1,0,0
chamber,0,0,1
chambers,0,0,1
chameleon,0,0,1
champagne,0,0,1
champion,0,1,0
chance,0,0,1
chancellor,0,0,1
chandelier,0,0,1
chandler,0,0,1
change,0,0,1
changeable,0,0,1
changed,0,0,1
changer,0,0,1
changing,0,0,1
channel,0,0,1
chant,0,1,0
chaos,1,0,0
chaotic,1,0,0
chap,0,0,1
chapel,0,0,1
chaplain,0,0,1
chapman,0,0,1
chaps,0,0,1
chapter,0,0,1
char,0,0,1
character,0,0,1
characteristic,0,0,1
characterize,0,0,1
charade,1,0,0
charcoal,0,0,1
charge,0,0,1
chargeable,1,0,0
charger,0,1,0
chariot,0,0,1
charitable,0,1,0
charity,0,1,0
charm,0,1,0
charmed,1,1,0
charmer,0,0,1
charming,0,1,0
chart,0,0,1
charter,0,0,1
chartered,0,0,1
chase,1,0,0
chasm,0,0,1
chastisement,1,0,0
chastity,0,1,0
chat,0,0,1
chateau,0,0,1
chatter,0,0,1
chattering,0,1,0
chatty,1,0,0
chauffeur,0,0,1
cheap,1,0,0
cheat,1,0,0
check,0,0,1
checker,0,0,1
checkered,0,0,1
checkers,0,0,1
checklist,0,1,0
cheek,0,0,1
cheeks,0,0,1
cheep,0,0,1
cheer,0,1,0
cheerful,0,1,0
cheerfulness,0,1,0
cheering,0,1,0
cheery,0,1,0
cheesecake,1,0,0
cheetah,0,0,1
chemise,0,0,1
chemist,0,1,0
chemistry,0,0,1
cheque,0,0,1
cherish,0,1,0
cherry,0,1,0
chess,0,0,1
chest,0,0,1
chestnut,0,0,1
chevron,0,0,1
chew,0,0,1
chic,0,0,1
chicane,1,0,0
chicken,0,0,1
chief,0,0,1
chiefly,0,0,1
chieftain,0,1,0
child,0,1,0
childbirth,0,0,1
childhood,0,1,0
childish,1,0,0
chill,0,0,1
chilly,1,0,0
chime,0,0,1
chimera,0,0,1
chimes,0,0,1
chimney,0,0,1
china,0,0,1
chine,0,0,1
chinook,0,0,1
chip,0,0,1
chipping,0,0,1
chirp,0,1,0
chisel,0,1,0
chit,0,0,1
chivalry,0,1,0
chloroform,1,0,0
chocolate,0,1,0
choice,0,1,0
choir,0,1,0
choke,1,0,0
cholera,1,0,0
choose,0,0,1
choosing,0,0,1
chop,1,0,0
chopping,0,0,1
chops,0,0,1
choral,0,1,0
chords,0,0,1
chore,1,0,0
chorus,0,1,0
chosen,0,1,0
chowder,0,1,0
christening,0,0,1
chromatic,0,0,1
chromatography,0,0,1
chromosome,0,0,1
chronic,1,0,0
chronicle,0,1,0
chronograph,0,0,1
chronological,0,0,1
chuck,0,0,1
chuckle,0,1,0
chunk,0,0,1
chunky,0,0,1
church,0,1,0
churchyard,0,0,1
churn,0,0,1
chute,0,0,1
chutney,0,0,1
ciao,0,0,1
cider,0,1,0
cigar,0,0,1
cigarette,1,0,0
cinch,0,0,1
cinder,0,0,1
cinema,0,0,1
cinematographer,0,0,1
cinematography,0,0,1
cinnamon,0,0,1
cipher,0,0,1
circle,0,0,1
circling,0,0,1
circuit,0,0,1
circular,0,0,1
circulate,0,0,1
circulation,0,0,1
circumcision,0,1,0
circumference,0,0,1
circumferential,0,0,1
circumscribed,0,0,1
circumstance,0,0,1
circumstantial,0,0,1
circumvention,1,1,0
circus,0,0,1
cirrus,0,0,1
cistern,0,0,1
citadel,0,0,1
citation,0,0,1
citizen,0,1,0
citrine,0,0,1
city,0,0,1
civic,0,0,1
civil,0,1,0
civilian,0,0,1
civility,0,1,0
civilization,0,1,0
civilized,0,1,0
clad,0,0,1
claim,0,0,1
claimant,0,0,1
clairvoyant,0,1,0
clam,0,0,1
clamor,1,0,0
clamp,0,0,1
clan,0,0,1
clandestine,0,0,1
clap,0,1,0
clarify,0,1,0
clarinet,0,0,1
clarion,0,0,1
clarity,0,0,1
clash,1,0,0
clashing,1,0,0
clasp,0,0,1
class,0,0,1
classic,0,1,0
classical,0,1,0
classics,0,1,0
classification,0,0,1
classify,0,1,0
classmate,0,0,1
clatter,0,0,1
clause,0,0,1
clauses,0,0,1
claw,1,0,0
claws,0,0,1
clay,0,0,1
clean,0,1,0
cleaning,0,1,0
cleanliness,0,1,0
cleanly,0,1,0
cleanse,0,1,0
cleansing,0,1,0
clearance,0,1,0
clearing,0,0,1
clearness,0,1,0
cleavage,0,0,1
cleave,0,0,1
clef,0,0,1
cleft,0,0,1
clemency,0,0,1
clergy,0,0,1
clergyman,0,0,1
clerical,0,1,0
clerk,0,0,1
clerkship,0,0,1
clever,0,1,0
cleverness,0,1,0
click,0,0,1
client,0,0,1
clientele,0,0,1
cliff,0,0,1
climate,0,0,1
climatology,0,0,1
climax,0,1,0
climb,0,0,1
cling,0,0,1
clip,0,0,1
clipper,0,0,1
clipping,0,0,1
clique,0,0,1
cloak,0,0,1
clock,0,0,1
clockwork,0,0,1
clog,0,0,1
cloister,1,0,0
close,0,0,1
closed,0,0,1
closeness,0,1,0
closet,0,0,1
closure,0,1,0
clot,0,0,1
cloth,0,0,1
clothe,0,1,0
clothes,0,0,1
clothesline,0,0,1
clothing,0,0,1
cloud,0,0,1
clouded,1,0,0
cloudiness,1,0,0
cloudy,0,0,1
clover,0,0,1
cloves,0,0,1
clown,0,1,0
club,0,0,1
clubhouse,0,0,1
clubs,0,0,1
clue,0,0,1
clump,1,0,0
clumsy,1,0,0
cluster,0,0,1
clutch,0,0,1
clutches,0,0,1
clutter,0,0,1
coach,0,0,1
coagulation,0,0,1
coal,0,0,1
coalesce,0,0,1
coalition,0,1,0
coast,0,1,0
coastal,0,0,1
coaster,0,0,1
coat,0,0,1
coating,0,0,1
coax,0,0,1
cobalt,0,0,1
cobble,0,0,1
cobbler,0,0,1
cobra,0,0,1
cocaine,1,0,0
cock,0,0,1
cockpit,0,0,1
cocktail,0,0,1
cocoa,0,0,1
cocoon,0,0,1
cod,0,0,1
code,0,0,1
codex,0,0,1
codification,0,0,1
codify,0,0,1
coefficient,0,0,1
coerce,1,0,0
coercion,1,0,0
coercive,0,0,1
coexist,0,1,0
coexistence,0,0,1
coexisting,0,0,1
coffee,0,0,1
coffin,1,0,0
cog,0,0,1
cogent,0,1,0
cognate,0,0,1
cognition,0,0,1
cognitive,0,1,0
cohabitation,0,0,1
coherence,0,1,0
coherent,0,1,0
cohesion,0,0,1
cohesive,0,1,0
cohort,0,0,1
coil,0,0,1
coiled,0,0,1
coin,0,0,1
coinage,0,0,1
coincide,0,0,1
coincidence,0,0,1
coincident,0,0,1
coinciding,0,0,1
coke,0,0,1
cold,1,0,0
coldly,1,0,0
coldness,1,0,0
colic,1,0,0
collaborator,0,0,1
collapse,1,0,0
collar,0,0,1
collate,0,0,1
collateral,0,0,1
collation,0,0,1
colleague,0,0,1
collect,0,0,1
collected,0,0,1
collection,0,0,1
collective,0,0,1
collectively,0,1,0
collector,0,0,1
college,0,0,1
collegiate,0,0,1
collide,0,0,1
collie,0,0,1
collision,1,0,0
collocation,0,0,1
colloquial,0,0,1
collusion,1,0,0
colon,0,0,1
colonel,0,1,0
colonial,0,0,1
colony,0,0,1
colophon,0,0,1
color,0,0,1
coloration,0,0,1
colored,0,0,1
coloring,0,0,1
colorless,0,0,1
colors,0,0,1
colossal,0,1,0
colt,0,0,1
column,0,0,1
columnar,0,0,1
coma,1,0,0
comatose,1,0,0
comb,0,0,1
combat,1,0,0
combatant,1,0,0
combative,1,0,0
combination,0,0,1
combinatorial,0,0,1
combine,0,0,1
combined,0,0,1
combustible,0,0,1
combustion,0,0,1
comedy,0,0,1
comet,0,0,1
comfort,0,1,0
comforter,0,0,1
comic,0,0,1
comical,0,0,1
coming,0,0,1
comma,0,0,1
command,0,0,1
commandant,0,1,0
commander,0,0,1
commanding,0,1,0
commemorate,0,1,0
commemoration,0,1,0
commemorative,0,1,0
commence,0,0,1
commend,0,1,0
commendable,0,1,0
commensurate,0,0,1
comment,0,0,1
commentary,0,0,1
commentator,0,1,0
commerce,0,0,1
commercial,0,0,1
commissary,0,0,1
commission,0,0,1
commissioner,0,0,1
commit,0,0,1
committal,1,0,0
committed,0,1,0
committee,0,0,1
commodity,0,0,1
commodore,0,1,0
common,0,0,1
commonly,0,0,1
commonplace,0,0,1
commons,0,0,1
commonwealth,0,1,0
commotion,1,0,0
commune,0,0,1
communicable,0,0,1
communicate,0,1,0
communication,0,0,1
communicative,0,1,0
communion,0,1,0
communism,1,0,0
communist,1,0,0
community,0,1,0
commutation,0,1,0
commutative,0,0,1
commute,0,1,0
commuter,0,0,1
compact,0,0,1
compaction,0,0,1
compactness,0,0,1
companion,0,1,0
companionship,0,0,1
company,0,0,1
comparable,0,0,1
comparative,0,0,1
comparatively,0,0,1
comparison,0,0,1
compartment,0,0,1
compass,0,0,1
compassion,0,1,0
compassionate,0,1,0
compatibility,0,1,0
compatible,0,1,0
compel,0,0,1
compelled,0,0,1
compelling,0,1,0
compendium,0,0,1
compensate,0,1,0
compensation,0,0,1
compensatory,0,1,0
competence,0,1,0
competency,0,1,0
competent,0,1,0
competition,1,0,0
competitive,0,0,1
competitor,0,0,1
compilation,0,0,1
compile,0,0,1
complacency,0,1,0
complacent,0,0,1
complain,1,0,0
complaint,1,0,0
complement,0,1,0
complementary,0,1,0
completed,0,0,1
completely,0,1,0
completeness,0,1,0
completing,0,1,0
completion,0,1,0
complex,0,0,1
complexed,1,0,0
complexion,0,0,1
complexity,1,0,0
compliance,0,1,0
compliant,0,1,0
complicate,1,0,0
complicated,1,0,0
complication,1,0,0
complicity,1,1,0
compliment,0,1,0
comply,0,0,1
complying,0,0,1
compo,0,0,1
component,0,0,1
compose,0,0,1
composed,0,1,0
composer,0,1,0
composite,0,0,1
composition,0,0,1
compost,1,0,0
composure,0,1,0
compound,0,0,1
comprehend,0,1,0
comprehension,0,0,1
comprehensive,0,1,0
compress,0,0,1
compressed,0,0,1
compressible,0,0,1
compression,0,0,1
comprise,0,0,1
compromise,0,0,1
comptroller,0,0,1
compulsion,1,0,0
compulsory,1,0,0
computable,0,0,1
computation,0,0,1
compute,0,0,1
computer,0,0,1
comrade,0,1,0
con,0,0,1
concatenation,0,0,1
concave,0,0,1
conceal,1,0,0
concealed,1,0,0
concealment,1,0,0
conceit,1,0,0
conceited,1,0,0
conceivable,0,0,1
concentrate,0,0,1
concentration,0,0,1
concentric,0,1,0
conception,0,0,1
concern,0,0,1
concerned,0,0,1
concert,0,0,1
concession,0,0,1
concessional,0,0,1
concierge,0,0,1
conciliation,0,1,0
concise,0,0,1
conclave,0,0,1
conclude,0,0,1
concluding,0,1,0
conclusion,0,0,1
concoction,0,0,1
concomitant,0,0,1
concord,0,1,0
concordance,0,1,0
concours,0,0,1
concourse,0,0,1
concrete,0,0,1
concurrence,0,0,1
concurrent,0,0,1
concurring,0,0,1
concussion,1,0,0
condemn,1,0,0
condemnation,1,0,0
condensation,0,0,1
condensed,0,0,1
condescending,1,0,0
condescension,1,0,0
condiment,0,0,1
condition,0,0,1
conditional,0,0,1
conditionally,0,0,1
conditioned,0,0,1
conditions,0,0,1
condolence,0,1,0
condone,0,1,0
conducive,0,1,0
conduct,0,0,1
conduction,0,0,1
conductivity,0,1,0
conductor,0,0,1
conduit,0,0,1
cone,0,0,1
confederate,0,1,0
confederation,0,0,1
confer,0,0,1
conference,0,0,1
confess,1,1,0
confession,1,0,0
confessional,0,0,1
confessions,0,0,1
confide,0,0,1
confidence,0,1,0
confident,0,1,0
confidential,0,0,1
confidentially,0,0,1
configuration,0,0,1
confine,1,0,0
confined,1,0,0
confinement,1,0,0
confines,0,0,1
confirm,0,0,1
confirmation,0,0,1
confirmatory,0,0,1
confirmed,0,1,0
confiscate,1,0,0
confiscation,1,0,0
conflagration,1,0,0
conflict,1,0,0
conflicting,1,0,0
confluence,0,0,1
conformance,0,1,0
conformation,0,0,1
conformity,0,0,1
confound,1,0,0
confounded,1,0,0
confront,0,0,1
confuse,1,0,0
confusion,1,0,0
congenial,0,1,0
congenital,0,0,1
congestion,1,0,0
conglomerate,0,0,1
conglomeration,0,0,1
congratulatory,0,1,0
congregate,0,0,1
congregation,0,1,0
congress,0,0,1
congressional,0,0,1
congressman,0,0,1
congruence,0,1,0
conic,0,0,1
conical,0,0,1
conjecture,0,0,1
conjugal,0,0,1
conjugate,0,0,1
conjugation,0,0,1
conjunction,0,0,1
conjunctive,0,0,1
conjure,0,0,1
conjuring,1,0,0
connect,0,0,1
connected,0,0,1
connection,0,0,1
connective,0,0,1
connoisseur,0,1,0
conquer,0,0,1
conqueror,0,0,1
conquest,1,0,0
conscience,0,1,0
conscientious,0,1,0
consciousness,0,1,0
conscription,0,0,1
consecration,0,1,0
consecutive,0,0,1
consent,0,0,1
consenting,0,0,1
consequence,0,0,1
consequent,0,0,1
conservation,0,1,0
conservatism,0,0,1
conservative,0,0,1
conservatory,0,0,1
conserve,0,1,0
considerable,0,1,0
considerate,0,1,0
consignee,0,0,1
consignment,0,0,1
consistency,0,1,0
consistent,0,0,1
consolation,0,0,1
console,0,1,0
consolidate,0,0,1
consolidation,0,0,1
consonant,0,1,0
consort,0,0,1
conspicuous,0,0,1
conspiracy,0,0,1
conspirator,1,0,0
conspire,1,0,0
constable,0,0,1
constancy,0,1,0
constant,0,1,0
constantly,0,0,1
constellation,0,0,1
consternation,1,0,0
constipation,1,0,0
constituent,0,0,1
constituents,0,0,1
constitute,0,0,1
constitution,0,0,1
constitutional,0,1,0
constitutionality,0,0,1
constrain,1,0,0
constrained,1,0,0
constraint,1,0,0
construct,0,1,0
construction,0,0,1
construe,0,0,1
consul,0,0,1
consult,0,0,1
consultation,0,0,1
consume,0,0,1
consuming,0,0,1
consummate,0,1,0
consummation,0,0,1
consumption,0,0,1
contact,0,1,0
contagion,1,0,0
contagious,1,0,0
containment,0,0,1
contaminate,1,0,0
contaminated,1,0,0
contamination,1,0,0
contemplate,0,0,1
contemplation,0,1,0
contemplative,0,0,1
contemporaneous,0,0,1
contemporary,0,0,1
contempt,1,0,0
contemptible,1,0,0
contemptuous,1,0,0
contending,0,0,1
content,0,1,0
contention,0,0,1
contentious,1,0,0
contents,0,0,1
context,0,0,1
contiguous,0,0,1
continence,0,0,1
continent,0,0,1
continental,0,0,1
contingency,0,0,1
contingent,0,0,1
continual,0,0,1
continually,0,0,1
continuance,0,0,1
continuation,0,0,1
continue,0,1,0
continued,0,0,1
continuing,0,0,1
continuity,0,0,1
continuous,0,0,1
continuously,0,0,1
contour,0,1,0
contraband,1,0,0
contract,0,0,1
contracted,1,0,0
contractile,0,0,1
contracting,0,0,1
contraction,0,0,1
contradict,1,0,0
contradiction,1,0,0
contradictory,1,0,0
contrary,1,0,0
contrast,0,0,1
contrasted,1,0,0
contravene,1,0,0
contravention,1,0,0
contribute,0,1,0
contributor,0,1,0
contrived,0,0,1
control,0,0,1
controversial,1,0,0
controversy,1,0,0
conundrum,0,0,1
convalescent,0,0,1
convection,0,0,1
convene,0,0,1
convenience,0,1,0
conveniences,0,0,1
convenient,0,1,0
convent,0,1,0
convention,0,1,0
conventional,0,0,1
converge,0,0,1
convergence,0,0,1
convergent,0,0,1
conversant,0,1,0
conversation,0,0,1
conversational,0,1,0
converse,0,0,1
conversing,0,0,1
conversion,0,0,1
convert,0,1,0
converted,0,0,1
convertible,0,0,1
convex,0,0,1
convexity,0,0,1
convey,0,0,1
conveyance,0,0,1
conveyancing,0,0,1
convict,1,0,0
conviction,1,0,0
convince,0,1,0
convinced,0,0,1
convincing,0,0,1
convocation,0,0,1
convoluted,0,0,1
convolution,0,0,1
convoy,0,0,1
coo,0,0,1
cook,0,0,1
cookery,0,0,1
cooking,0,0,1
cool,0,1,0
cooler,0,0,1
cooling,0,0,1
coolness,0,1,0
coop,1,0,0
cooperate,0,1,0
cooperating,0,1,0
cooperation,0,1,0
cooperative,0,1,0
coordinate,0,0,1
cop,0,0,1
copious,0,0,1
copper,0,0,1
copy,1,0,0
copycat,1,0,0
copying,0,0,1
copyright,0,0,1
coral,0,0,1
cord,0,0,1
cordon,0,0,1
corduroy,0,0,1
core,0,1,0
cork,0,0,1
corkscrew,0,0,1
corn,0,0,1
cornea,0,0,1
corner,0,0,1
cornet,0,0,1
cornice,0,0,1
cornstarch,0,0,1
corollary,0,0,1
corona,0,0,1
coronation,0,1,0
coroner,1,0,0
corporal,1,0,0
corporate,0,0,1
corporation,0,1,0
corporeal,0,1,0
corps,0,0,1
corpse,1,0,0
corpus,0,0,1
corral,0,0,1
correction,1,0,0
corrective,0,1,0
correctness,0,0,1
correlation,0,0,1
correlative,0,0,1
correspond,0,0,1
correspondence,0,1,0
correspondent,0,0,1
